sfasietoare	0.969
tragic	0.961
holocaust	0.953
suicidară	0.941
mizerie	0.938
masacru	0.931
eutanasie	0.927
depresiune	0.925
doliu	0.922
indurerata	0.922
fatal	0.922
indoliate	0.920
devastare	0.917
devastat	0.912
sinucidere	0.912
catastrofă	0.911
înfricoșător	0.907
tragedie	0.906
agonie	0.900
decedat	0.891
nasterea unui copil mort	0.891
moarte	0.875
devastator	0.875
viol	0.875
cancer	0.875
tristeţe	0.864
morbiditate	0.864
răstignire	0.859
deprimat	0.859
traumatic	0.859
atrocitate	0.859
execuţie	0.859
pieri	0.859
cadaver	0.853
tradat	0.848
distrus	0.844
persecuţie	0.844
abatorizare	0.844
omucidere	0.844
inutilitate	0.844
întristare	0.844
suferinţă	0.844
ucigător	0.844
nefericire	0.839
vărsare de sânge	0.836
îndurerat	0.833
omor prin imprudenţă	0.833
insuportabil	0.830
născut mort	0.830
chin	0.828
înrobit	0.828
morbid	0.828
crimă	0.828
jeli	0.828
neajutorare	0.828
anihilare	0.828
abandonat	0.828
orori	0.828
mutilare	0.828
anihilat	0.828
avort	0.824
foame	0.819
înmormântare	0.812
ucidere	0.812
eșec	0.812
foamete	0.812
aiurit	0.812
ruşine	0.812
cruzime	0.812
disperare	0.812
întristează	0.812
asuprire	0.812
îndoliat	0.812
terorism	0.812
durere de inimă	0.812
sângeros	0.806
pieritor	0.804
lipsă de omenie	0.804
malignitate	0.803
mortificare	0.802
mortal	0.797
sarcom	0.797
lipsit de viață	0.797
devasta	0.797
spânzurătoare	0.797
pustiire	0.797
ucide	0.797
sclav	0.797
asasinat	0.797
leucemie	0.797
exilare	0.790
dezola	0.789
abătut	0.788
plâns	0.781
îngropa	0.781
tumoare	0.781
Heartbreak	0.781
profanare	0.781
demoralizat	0.781
teroriza	0.781
linșa	0.773
sufferer	0.770
criminal	0.766
singurătate	0.766
cimitir	0.766
sărac	0.766
tortura	0.766
intrerupere de sarcina	0.766
condoleanţe	0.766
fatalitate	0.766
dezmembrare	0.766
osândit	0.766
fricos	0.766
dureros de	0.758
muribund	0.758
dezastru	0.758
deprima	0.755
condamnare	0.754
desperare	0.750
hemoragie	0.750
pandemie	0.750
cadavru	0.750
depresiv	0.750
deplorabil	0.750
învins	0.750
judecata de apoi	0.750
strigăt	0.750
victimizat	0.750
ștergere	0.750
damnațiune	0.750
vinovăţie	0.750
terorist	0.750
incest	0.750
răpire	0.750
plin de regret	0.750
nedreptate	0.745
molestare	0.744
exil	0.742
abisal	0.742
infernal	0.738
extermina	0.736
trădare	0.734
oribil	0.734
măcel	0.734
morgă	0.734
