più happiest	0.986
jubilant	0.969
ecstatic	0.954
elation	0.944
bestdayever	0.938
ghjittassi	0.938
loveee	0.932
maravigestionariu	0.926
eccitamento	0.922
euforia	0.922
fabulosa	0.922
exuberanza	0.922
lovee	0.920
gratitenza	0.914
spettaculari	0.912
maestri	0.912
triunfante	0.907
estasi	0.906
allegru	0.906
elated	0.894
lovethis	0.891
spertu	0.891
pleasures	0.891
excitazioni	0.891
assicurazioni	0.891
amassi	0.879
eccessenti	0.879
entusiasivu	0.875
lovinglife	0.875
glee	0.875
happyplace	0.875
sohappy	0.868
woohoo	0.864
riria	0.864
superb	0.864
maravigliosa	0.863
brillanti	0.859
vitture	0.859
ghjente	0.859
gloria	0.859
celebrata	0.859
amatu	0.859
magnificu	0.859
hallelujah	0.859
passiunanti	0.853
mademyday	0.848
celebrà	0.844
benedizzione	0.844
maravigliu	0.844
celebrazione	0.833
paradisu	0.833
dolcezza	0.833
festive	0.833
benedettu	0.833
surrisu	0.828
incantevule	0.828
amuri	0.828
casa dolce casa	0.826
meravigliosa	0.824
risata	0.824
gioia	0.818
felice	0.818
celebratory	0.818
sensacionale	0.818
raligratu	0.818
ecciteghja	0.818
eccellenza	0.818
joviale	0.814
gluriosu	0.812
amatori	0.812
si rallegri	0.812
vitturiosa	0.812
eccellenti	0.812
bonanza	0.812
smiley	0.812
divutu	0.812
splendid	0.812
bona stessa	0.811
happyday	0.809
myfavorite	0.804
yesss	0.797
lovinlife	0.797
magnificenza	0.797
lovemylife	0.797
splendor	0.788
amuse	0.788
fun	0.788
ncantatu	0.781
glurificà	0.781
bellu	0.781
solucky	0.781
giggling	0.781
radianti	0.781
perfettu	0.779
christmassy	0.779
romance	0.779
thrilling	0.776
miraculosa	0.773
entreprise	0.773
congrats	0.773
A salute	0.773
positività	0.773
adamabbile	0.773
vuleva	0.773
funday	0.772
divirtìannusi	0.771
ririri	0.766
cuddling	0.766
amused	0.766
vitae assai	0.766
u megliu	0.766
cusì dolce	0.766
piacè	0.765
orgasmo	0.765
partitu	0.765
pusitivu	0.761
miraculi	0.758
christmastime	0.757
giddy	0.757
romantica	0.750
gratificà	0.750
amichezza	0.750
ridi	0.750
grandezza	0.750
piacevule	0.750
benedizzioni	0.750
u surrisu	0.750
scacciau	0.748
ghjubileu	0.742
entusiasmu	0.742
triunfaturi	0.742
magicu	0.742
miraculu	0.742
sentu santu	0.736
prosperità	0.735
lussu	0.734
vivacious	0.734
bella ghjurnata	0.734
ncantari	0.734
vittoria	0.734
admirazione	0.734
tgif	0.734
glurificazione	0.733
glowing	0.729
spettaculu	0.728
rializazione	0.728
yessss	0.728
ringraziatu	0.727
cheery	0.727
a furia	0.727
santa	0.727
guvernu	0.727
atpeace	0.727
vanu	0.727
Merry	0.727
radiance	0.725
ispirazioni	0.725
elevazioni	0.723
optimista	0.723
celu	0.721
emozioni	0.721
bella	0.719
armunia	0.719
di raligrà	0.719
amanti	0.719
fermu	0.719
utopista	0.719
xmas	0.719
ludendu	0.719
fiuranza	0.719
perfetta	0.719
magia	0.712
luckiest	0.712
di lussu	0.712
megghiu	0.712
tesori	0.712
yay	0.712
intimi	0.710
ricchizza	0.706
rave	0.706
maravigliosu	0.703
amore veru	0.703
fuckyeah	0.703
boni bona	0.703
ottimisimu	0.703
di soddisfà	0.703
gooood	0.703
più dolce	0.703
cherish	0.703
bona vita	0.703
abbellimentu	0.703
valora apprezzate	0.703
vinciutu	0.703
cuddled	0.703
entretenutu	0.700
scandalizà	0.697
anniversariu	0.691
metime	0.688
favuritu	0.688
anuratu	0.688
cuntenutu	0.688
godsend	0.688
entretenimentu	0.688
angèlicu	0.688
Adorazione	0.688
exquisite	0.688
rirennu	0.682
preziosa	0.682
majesticu	0.682
apprizzata	0.682
lussuria	0.682
i megliu amichi	0.682
esaltimentu	0.682
abbrazzanu	0.682
maritari	0.676
abbracciallu	0.676
positivamenti	0.676
caruveru	0.672
relaxation	0.672
esse realizatu	0.672
abbrazzatu	0.672
bday	0.672
grin	0.672
venerà	0.672
hilaria	0.672
giggles	0.672
bountiful	0.667
vitturi	0.667
adore	0.667
boisterous	0.667
cumpiimentu	0.667
rializzari	0.664
cuddles	0.662
prusperu	0.660
romanticismu	0.656
umuri	0.656
piacevuli	0.656
apprezzamentu	0.656
hà animatu	0.656
sàziu	0.656
serenità	0.656
cautivanu	0.656
besties	0.656
satisfaczione	0.652
