qəddarlıq	0.959
nifrət edir	0.940
şiddətlə	0.938
icra	0.917
qətl	0.914
lənətləmək	0.906
cinayet	0.906
furor	0.900
məhv etmək	0.898
cinayəti	0.897
intiqam al	0.894
pissed	0.894
obliterated	0.894
partlayıcı	0.894
öldürmə	0.893
məşqçi	0.891
gofuckyourself	0.886
əzab	0.885
pissoff	0.875
qanlıyor	0.875
qan axdı	0.864
smite	0.862
dava	0.861
tirade	0.859
partlayır	0.859
ləzzətli	0.857
Cəhənnəm	0.853
öldürücü	0.853
terrorizm	0.851
döymək	0.849
xəcalət	0.848
pissingmeoff	0.848
stab	0.844
məhv edirlər	0.844
iyrənclik	0.844
iradə	0.844
təəssüf	0.838
bizləmək	0.835
işgəncə	0.833
quduzluq	0.833
rampage	0.833
satanik	0.828
ragemod	0.828
qınayırıq	0.825
yıxmaq	0.824
iğtişaşlar	0.824
Sikkədə	0.824
livid	0.821
madman	0.820
vindictive	0.819
təcavüz	0.818
təhdid edir	0.818
terrorist	0.818
abhor	0.816
qırğın	0.814
vahşi	0.814
berserk	0.812
fucksake	0.812
təngə gəlmək	0.812
vendetta	0.812
destroyer	0.812
pissesmeoff	0.812
fuming	0.812
barbar	0.812
hirs	0.811
paraşüt	0.810
döyüşlər	0.803
slam	0.803
punched	0.803
kaltak	0.803
punching	0.803
amansızdır	0.797
tokat	0.791
məhv edildi	0.788
mezbaha	0.788
cavabdehlik	0.788
ragetweet	0.788
bağırır	0.788
böyüməkdədir	0.788
adam öldürmə	0.783
qanlı	0.781
cəhənnəm	0.781
detonasiya	0.781
mübahisə	0.781
ittiham edir	0.779
madder	0.773
acınacaqlıdır	0.766
bomba	0.766
anarxist	0.765
xarabalıq	0.765
təəssüflər olsun	0.765
atəş fırtınası	0.765
smash	0.758
rant	0.758
patlama	0.757
qaçırdı	0.754
douchebags	0.750
stfu	0.750
həssaslıq	0.750
dontmesswithme	0.750
cırılmış	0.750
ağırlaşdıran	0.750
zorakılıq	0.742
becərmə	0.742
püskürmək	0.742
pozğunluq	0.742
pıçıltılar	0.741
intiqam	0.738
Şeytan	0.735
sarsıdıcı	0.735
lanet olsun	0.735
flog	0.734
Thrash	0.734
deplore	0.734
müharibə	0.734
bezmək	0.734
qəribədir	0.734
altercation	0.729
savaşçı	0.728
kastrat	0.727
sabotaj	0.727
zalım	0.721
tətil	0.721
fəlakətli	0.720
qəddar	0.719
şeytan	0.719
maddenin	0.719
fəryad	0.719
qışqırma	0.719
həzm	0.719
arseholes	0.719
horseshit	0.719
ağırlaşır	0.719
lütfkar	0.719
öldürmək	0.719
pərişanlıq	0.719
mangle	0.714
anarxizm	0.714
sakatlanma	0.714
denonsasiya	0.713
punch	0.713
ölümcül	0.712
çarmıxa çəkilmək	0.712
döyüşdüm	0.712
soyqırım	0.712
zərər verə bilər	0.712
dumbasses	0.712
şiddətli	0.706
dərinləşdi	0.706
qatil	0.703
dicks	0.703
təqib	0.703
slayer	0.703
qaçırmaq	0.703
ağırlaşdı	0.703
təcavüzkarlıq	0.702
silahlı	0.700
zəhər	0.697
qaçırma	0.697
təəssüfləndi	0.693
hiyləgər	0.691
hücumçu	0.691
hörmətsiz	0.690
linç	0.690
həsrət	0.688
həbs cəzası	0.688
bully	0.688
lunatic	0.688
lə'nət	0.688
peeved	0.688
hökmranlıq	0.688
infanticide	0.688
dəyişkənlik	0.687
eradikasiya	0.685
tantrum	0.682
aradan qaldırmaq	0.682
dəlicəsinə	0.682
aqressivdir	0.680
təşviqat	0.680
qıcıqlandırır	0.676
zəhərli	0.672
yumşaq	0.672
expletive	0.672
çırpın	0.672
ağırlaşması	0.672
hörmətlə	0.672
vur	0.672
zərər verən	0.672
qınama	0.672
soxmaq	0.672
əzik	0.672
qəddarlıqla	0.672
manikür	0.670
qışqırır	0.667
vurdu	0.667
püskürmə	0.667
çəkiliş	0.667
kick	0.667
kəsik	0.667
irritable	0.667
cəzalandırdı	0.662
bağırmaq	0.661
təcavüz edir	0.659
kədərlənmək	0.656
Dəccal	0.656
gore	0.656
buxur	0.656
cırıq	0.653
cəzalandırmaq	0.652
təhqir edildi	0.652
spank	0.652
qəhvəyi	0.652
repressiya	0.652
qul	0.652
hüsumət	0.652
clashing	0.652
böyüyür	0.649
cəllad	0.644
twat	0.644
qiyamət günü	0.643
çıxarmaq	0.641
daemon	0.641
spat	0.641
havoc	0.641
qəsd	0.641
grr	0.641
kundaklama	0.641
töhmət	0.641
təhqirsizdir	0.641
qandal	0.641
zəhərləndi	0.636
meyilli	0.636
çarparaq	0.636
spanking	0.636
iğrenç	0.636
anarxiya	0.636
gözdən keçir	0.636
inflict	0.633
qəzaya uğrayıb	0.633
təqib edin	0.630
həyəcanlı	0.630
swastika	0.627
basqın	0.625
təcavüzkar	0.625
tənbəllik	0.625
fitnə	0.625
təxribat	0.625
bəlası	0.625
quldur	0.625
arsenal	0.624
qətiliklə	0.621
deli	0.621
fiend	0.621
qıcıqlandırmaq	0.621
məhkum	0.621
oğurluq	0.621
məhrumiyyət	0.621
cussed	0.619
şaxta	0.615
zülmkar	0.609
twats	0.609
dözülməz	0.609
köləlik	0.609
toqquşma	0.609
Banda	0.609
antagonizm	0.609
batareya	0.609
mənfi	0.609
rüsvayedici	0.608
bombardman	0.606
acışdırıcı	0.606
inqilab	0.606
haydut	0.606
diatribe	0.606
partlayış	0.606
irks	0.606
antaqonist	0.606
ranting	0.606
göt	0.606
zülm	0.603
manipulyasiya	0.603
gərginlik	0.603
təhqir	0.603
böyük	0.603
buna baxmayaraq	0.600
slur	0.596
qəzəbli	0.594
xəstəlik	0.594
pusqu	0.594
acı	0.594
wretch	0.594
inferno	0.594
bədbəxtlik	0.592
pozulmuşdu	0.591
Çaxnaşma	0.591
gilotin	0.591
qəsdkarlıq	0.591
lənətlənmişdir	0.588
tənəzzülçü	0.588
işğalçı	0.588
qorxutmaq	0.588
vidalanmış	0.588
qəzəb	0.587
qısqanclıq	0.587
üzləşirlər	0.582
kobud	0.581
qəza	0.578
revolver	0.578
fahişə	0.578
Sənsən	0.578
ziyan	0.578
qəssab	0.578
cinayətkarlıq	0.578
büküş	0.578
talan	0.578
yanğın	0.578
qüsurlu	0.578
provoke edir	0.578
kirpik	0.578
xərçəng	0.577
ayrılıq	0.576
məyusluq	0.576
gory	0.576
yabancılaşma	0.576
grope	0.576
təhlükəli	0.576
xaotik	0.576
silah	0.576
kədərlənir	0.574
lanet	0.574
təzyiqçi	0.574
jab	0.574
lənətlədi	0.574
skandalı	0.574
canavarlar	0.574
bok	0.573
slash	0.571
haqsız	0.571
dəlillər	0.570
tökmək	0.569
dözümsüzdür	0.564
məhv	0.562
gurultulu	0.562
qorxunc	0.562
xain	0.562
malign	0.562
işğal	0.562
bluddy	0.562
təlaş	0.562
torpedo	0.562
aldadılmış	0.562
gecikdirir	0.562
ayıb	0.562
körüklər	0.562
heyvan	0.562
parıltı	0.562
qarşıdurma	0.561
banshee	0.561
sarsıtmaq	0.561
yandırılma	0.561
