ఊహించి	0.859
సంతోషిస్తున్నాము	0.859
ముందుగా	0.820
ఉత్సాహం	0.820
ఆత్రుతను	0.812
ఉత్తేజకరమైన	0.797
ఆశతో	0.789
థ్రిల్లింగ్	0.781
ఆశిస్తున్నాము	0.773
తపన	0.766
expectance	0.750
కౌంట్ డౌన్	0.750
ప్రారంభం	0.750
ముందస్తు	0.750
సాహస	0.750
ఆసక్తి	0.742
అంతిమ ఘట్టం	0.742
ఉత్తేజపర్చడానికి	0.742
జోస్యం	0.742
ఎదురయ్యే	0.742
ఆశించే	0.742
పుట్టిన	0.734
స్ఖలనం	0.734
ప్రకటన	0.734
తక్షణ	0.727
ఆశిస్తున్న	0.727
సాఫల్యత	0.727
ఆసన్న	0.727
ఆస్పైర్	0.719
భవిష్యత్	0.719
పునఃకలయిక	0.719
prospection	0.719
ప్రయాణంలో	0.719
మిస్టరీ	0.711
ప్రయాణం	0.711
ముద్దు	0.711
అత్యుత్సాహం	0.711
సస్పెన్స్	0.711
పారవశ్య	0.711
రప్చర్	0.711
ఆత్రుతలో	0.711
ఆత్రుతతో	0.703
వెఱ్ఱి	0.703
థ్రిల్	0.703
ఆశాజనకంగా	0.703
భాధించే	0.703
విముక్తి	0.695
ముందుకు	0.695
అన్వేషించడానికి	0.695
సంసిద్ధతను	0.695
అత్యవసరము	0.695
రాక	0.695
ఆకాంక్ష	0.695
సెక్స్	0.695
ఘనకార్యం	0.695
ప్రిడిక్షన్	0.695
ఆకర్షణ	0.688
ఎక్స్టాటిక్	0.688
సమీపించే	0.688
తిరుగుబాటు	0.680
హనీమూన్	0.680
రౌలెట్	0.680
సెలవు	0.672
పతాక సన్నివేశానికి	0.672
ఆపేక్షపూరిత	0.672
సంబరాలు	0.672
విజయాల	0.664
స్కలనం	0.664
గెలిచిన	0.664
రాబోయే	0.664
ఆహ్వానం	0.664
రెస్క్యూ	0.664
కోరిక	0.664
వేడుక	0.656
వర్ధమాన	0.656
పెరుగుట	0.656
జాక్పాట్	0.656
వివాహ	0.656
పోరాడాలి	0.656
పెళ్ళికొడుకు	0.656
బహుమతి	0.656
పెళ్లి	0.656
ప్రణయ	0.656
ట్రెజర్	0.648
కుట్ర	0.648
డెలివరీ	0.648
చురుకుదనం	0.648
ఆశించిన	0.648
వారసత్వ	0.648
పెరుగుతున్న	0.648
రేపు	0.648
దూరదృష్టి గల	0.648
పట్టాభిషేకం	0.648
అవకాశం	0.641
విప్లవం	0.641
ఆత్రుత	0.641
యాత్ర	0.641
ప్రయోగ	0.641
వధువు	0.641
ప్రముఖుడైన	0.641
రోగ నిరూపణ	0.641
నిశ్చితార్థం	0.641
లెక్కింపులో	0.641
అవార్డు	0.641
హైప్	0.641
అందుకుంటున్న	0.641
గమ్యం	0.633
ఆనందం	0.633
ఆసక్తికరమైన	0.633
విజయవంతం	0.633
పుట్టినరోజు	0.633
గ్రాడ్యుయేషన్	0.633
జాగ్రత్తపడు	0.633
దృష్టి	0.633
మక్కువ	0.633
అరిష్ట	0.633
వచ్చే	0.633
ఎదురు	0.633
జ్యేష్ఠ	0.633
దోచుకోవడానికి	0.633
సిద్ధం	0.633
అద్భుతం	0.633
ప్రేరణ	0.625
కామం	0.625
విరమణ	0.625
ఎస్కేప్	0.625
గిఫ్ట్	0.625
ఆశావాదంతో	0.625
దీర్ఘదర్శి	0.625
ripen	0.625
పునరుజ్జీవనం	0.625
ఆలింగనం	0.617
ప్రమాదకర	0.617
ఆశయం	0.617
ఉడుకుతున్న బహుళజాతి	0.617
ఆశ్చర్యకరంగా	0.617
అంచుకు	0.617
మంత్రముగ్ధులను	0.617
వికసించిన	0.617
దూరదృష్టి	0.617
foreboding	0.617
గమ్యస్థానం	0.617
విజయవంతమయ్యారు	0.609
మాయా	0.609
అదనపు	0.609
లుకౌట్	0.609
హెచ్చరికలు	0.609
దుర్బుద్ధి	0.609
సూచన	0.609
విజయం	0.602
ఉద్దేశించబడింది	0.602
స్ఫూర్తి	0.602
నిర్ధారణ	0.602
అధ్బుతమైన	0.602
నాడీ	0.602
అర్హత	0.602
సఫలీకృతం	0.602
విహారయాత్ర	0.602
దరఖాస్తుదారు	0.602
ముదుగా కనుక్కొన్న	0.602
వినోదాత్మక	0.602
ప్రతీకారం	0.602
ప్రవచిత	0.602
విజేత	0.602
కోరికతో	0.602
బూమేరాంగ్	0.602
అదృష్టం	0.594
వివాహం	0.594
ఫలితంగా	0.594
వేగవంతం	0.594
Buzz	0.594
పొందిన	0.594
rekindle	0.594
రావడంతో	0.594
సంసిద్ధత	0.594
